@RELATION electricity_data

@ATTRIBUTE peak_demand REAL
@ATTRIBUTE temperature REAL
@ATTRIBUTE population REAL
@ATTRIBUTE income REAL
@ATTRIBUTE is_holiday {0,1}

@DATA
1217.55,32.47,28920000,1284,1
1301.86,32.77,28920000,1284,0
1277.38,32.7,28920000,1284,0
1254.68,31.67,28920000,1284,0
1259.56,32.17,28920000,1284,0
1249.96,32.13,28920000,1284,0
1315.32,32.7,28920000,1284,0
1247.77,31.9,28920000,1284,1
1270.51,31,28920000,1284,0
1263.32,30.63,28920000,1284,0
1248.61,29.47,28920000,1284,0
1218.59,30.17,28920000,1284,0
1258.62,31.53,28920000,1284,0
1277.44,29.77,28920000,1284,0
1261.9,31.6,28920000,1284,1
1253.46,30.47,28920000,1284,0
1270.08,29.33,28920000,1284,0
1249.05,27.17,28920000,1284,0
1230.39,28.5,28920000,1284,0
1094.1,28.17,28920000,1284,0
1177.94,26.87,28920000,1284,0
1232.3,32.4,28920000,1284,1
1343.79,33.67,28920000,1284,0
1287.29,31.83,28920000,1284,0
1164.41,28.97,28920000,1284,0
1174,24.73,28920000,1284,0
1098.55,23.93,28920000,1284,0
1180.47,28.73,28920000,1284,0
1179,29.07,28920000,1284,1
1283.22,29.8,28920000,1284,0
1293.93,31.57,28920000,1284,0
1318.1,31.57,28920000,1284,0
1365.85,31.87,28920000,1284,0
1370.22,31.67,28920000,1284,0
1368.17,31.13,28920000,1284,0
1289.46,30.03,28920000,1284,1
1334.6,30.4,28920000,1284,0
1278.56,31.77,28920000,1284,0
1331.27,31.3,28920000,1284,0
1378.21,31.33,28920000,1284,0
1398.12,30.9,28920000,1284,0
1373.67,31.1,28920000,1284,0
1333.32,31.83,28920000,1284,1
1380.57,31.87,28920000,1284,0
1392.24,31.67,28920000,1284,0
1402.12,31.77,28920000,1284,0
1399.67,31.47,28920000,1284,0
1406.19,31.77,28920000,1284,0
1351.08,31.97,28920000,1284,0
1289.48,31.7,28920000,1284,1
1381.62,31.6,28920000,1284,0
1384.12,31.1,28920000,1284,0
1364.03,30.2,28920000,1284,0
1333.75,29.8,28920000,1284,0
1300.61,29.17,28920000,1284,0
1195.14,29.13,28920000,1284,1
1097.51,29.13,28920000,1284,1
1030.17,29.67,28920000,1284,1
940.79,29.53,28920000,1284,1
1034.15,29.1,28920000,1284,1
1123.65,29.17,28920000,1284,0
1190.69,30.13,28920000,1284,0
1229.55,31.43,28920000,1284,0
1171.73,30.9,28920000,1284,1
1275.33,30.03,28920000,1284,0
1292.03,30.07,28920000,1284,0
1278.54,29.07,28920000,1284,0
1258.7,28.27,28920000,1284,0
1249.19,27.07,28920000,1284,0
1237.83,26.13,28920000,1284,0
1168.32,26.5,28920000,1284,1
1286.83,27.57,28920000,1284,0
1270.6,28.2,28920000,1284,0
1285.65,27.5,28920000,1284,0
1291.22,28.2,28920000,1284,0
1286.44,29.07,28920000,1284,0
1263.41,27.93,28920000,1284,0
1123.93,27.83,28920000,1284,1
1183.77,27.97,28920000,1284,1
1084.31,24.6,28920000,1284,1
1164.57,25.57,28920000,1284,0
1218.98,25.27,28920000,1284,0
1197.34,25.17,28920000,1284,0
1126.42,25.1,28920000,1284,0
1083.01,24.27,28920000,1284,1
1204.43,22.93,28920000,1284,0
1227.67,23.07,28920000,1284,0
1261.93,23.9,28920000,1284,0
1273.15,24.17,28920000,1284,0
1275.06,23.37,28920000,1284,0
1285.36,23.6,28920000,1284,0
1163.97,24.77,28920000,1284,1
1291.58,25.53,28920000,1284,0
1267.2,25.5,28920000,1284,0
1291.69,25.57,28920000,1284,0
1302.02,25,28920000,1284,0
1291.67,24.53,28920000,1284,0
1308.77,23.93,28920000,1284,0
1207.92,23.5,28920000,1284,1
1289.33,22.8,28920000,1284,0
1259.48,22.47,28920000,1284,0
1293.81,23,28920000,1284,0
1287.74,22.43,28920000,1284,0
1321.92,22,28920000,1284,0
1302.62,20.13,28920000,1284,0
1216.99,21.93,28920000,1284,1
1319.68,20.9,28920000,1284,0
1333.5,20.07,28920000,1284,0
1363.88,20.7,28920000,1284,0
1362.57,21.4,28920000,1284,0
1367.4,20.83,28920000,1284,0
1364.14,19.33,28920000,1284,0
1335.55,18.5,28920000,1284,1
1441.62,20.97,28920000,1284,0
1402.04,22.27,28920000,1284,0
1442.57,21.97,28920000,1284,0
1397.81,21.9,28920000,1284,0
1421.86,22.13,28920000,1284,0
1430.52,21.73,28920000,1284,0
1317.1,21.03,28920000,1284,1
1456.54,20.7,28920000,1284,0
1434.22,21.23,28920000,1284,0
1439.78,20.77,28920000,1284,0
1413.22,20.63,28920000,1284,0
1411.93,21.43,28920000,1284,0
1381.65,21.43,28920000,1284,0
1405.64,21.6,28920000,1284,1
1466.33,22.5,28920000,1284,0
1442.22,20.73,28920000,1284,0
1417.68,21.8,28920000,1284,0
1377.5,25.07,28920000,1284,0
1424.97,24.53,28920000,1284,0
1392.62,23.97,28920000,1284,0
1302.47,23.4,28920000,1284,1
1409.48,23.83,28920000,1284,0
1422.15,20.87,28920000,1284,0
1455.77,17.97,28920000,1284,0
1416.15,17.47,28920000,1284,0
1252.95,19.13,28920000,1284,0
1369.23,17.97,28920000,1284,0
1334.27,17.87,28920000,1284,1
1430.36,21,28920000,1284,0
1382.75,23.27,28920000,1284,0
1408.15,20.23,28920000,1284,0
1404.28,20.93,28920000,1284,0
1430.62,19,28920000,1284,0
1402.15,20.03,28920000,1284,0
1318.95,21.2,28920000,1284,1
1417.7,19.97,28920000,1284,0
1445.21,20.63,28920000,1284,0
1447.94,18.1,28920000,1284,0
1450.88,19.57,28920000,1284,0
1442.83,19.6,28920000,1284,0
1464.63,20.83,28920000,1284,0
1369.89,17.43,28920000,1284,1
1474.79,19.77,28920000,1284,0
1453.38,20.87,28920000,1284,0
1447.38,21.83,28920000,1284,0
1443.21,23.5,28920000,1284,0
1374.67,23.63,28920000,1284,0
1396.87,21.27,28920000,1284,0
1325.32,21.03,28920000,1284,1
1436.77,22.13,28920000,1284,0
1410.86,24.27,28920000,1284,0
1390.56,24.8,28920000,1284,0
1398.89,22.97,28920000,1284,0
1377.94,24.4,28920000,1284,0
1312.21,24.23,28920000,1284,0
1251.35,24.5,28920000,1284,1
1332.36,24.97,28920000,1284,0
1295.32,24.5,28920000,1284,0
1255.53,24.63,28920000,1284,0
1323.01,24.53,28920000,1284,0
1315.51,25.17,28920000,1284,0
1333.4,25.87,28920000,1284,0
1276.07,26.37,28920000,1284,1
1344.8,27.1,28920000,1284,0
1330.36,26.77,28920000,1284,0
1323.39,26.8,28920000,1284,0
1335.35,27.33,28920000,1284,0
1319.35,26.77,28920000,1284,0
1286.41,26.9,28920000,1284,0
1209.02,26.5,28920000,1284,1
1322.35,27.27,28920000,1284,0
1302.59,28.8,28920000,1284,0
1350.77,27.6,28920000,1284,0
1318.8,26.4,28920000,1284,0
1336.41,26.87,28920000,1284,0
1275.83,26.73,28920000,1284,0
1224.62,26.63,28920000,1284,1
1286.98,24.57,28920000,1284,0
1293.97,27.8,28920000,1284,1
1338.38,29.1,28920000,1284,0
1291.56,28.7,28920000,1284,0
1177.26,28.47,28920000,1284,1
1286.68,29.23,28920000,1284,0
1227.75,24.8,28920000,1284,1
1328.26,27.43,28920000,1284,0
1339.98,28.87,28920000,1284,0
1354.99,29,28920000,1284,0
1324.95,29.2,28920000,1284,0
1332.9,29.5,28920000,1284,0
1386.05,29.4,28920000,1284,0
1248.95,29.57,28920000,1284,1
1316.01,31.13,28920000,1284,0
1378.58,31.17,28920000,1284,0
1380.28,31.33,28920000,1284,0
1405.32,31.57,28920000,1284,0
1372.85,31.27,28920000,1284,0
1368.68,30.9,28920000,1284,0
1281.18,29.4,28920000,1284,1
1135.96,28.77,28920000,1284,1
1091.14,29.07,28920000,1284,1
1243.46,29.1,28920000,1284,0
1315.33,27.63,28920000,1284,0
1319.98,28.6,28920000,1284,0
1370.9,29.93,28920000,1284,0
1296.12,30.63,28920000,1284,1
1353.9,31.03,28920000,1284,0
1351.62,29.3,28920000,1284,0
1382.94,29.03,28920000,1284,0
1434.83,30.83,28920000,1284,0
1381.29,31.37,28920000,1284,0
1415.87,31.03,28920000,1284,0
1339.7,31.93,28920000,1284,1
1463.01,33.33,28920000,1284,0
1435.99,31.27,28920000,1284,0
1386.16,32.53,28920000,1284,0
1251.84,31.8,28920000,1284,1
1318.28,31.23,28920000,1284,0
1282.7,29.8,28920000,1284,0
1119.93,29.53,28920000,1284,1
1253.37,30.1,28920000,1284,0
1432.15,30.8,28920000,1284,0
1421.75,32.57,28920000,1284,0
1388.66,27.2,28920000,1284,0
1368.36,27.13,28920000,1284,0
1368.72,31.33,28920000,1284,0
1346.77,33.07,28920000,1284,1
1472.56,34.3,28920000,1284,0
1481.85,34.2,28920000,1284,0
1455.07,34.4,28920000,1284,0
1440.67,33.53,28920000,1284,0
1309.85,32.17,28920000,1284,0
1349.7,32.07,28920000,1284,0
1138.24,29.9,28920000,1284,1
1329.76,26.27,28920000,1284,0
1222.26,30.23,28920000,1284,0
1179.36,29.03,28920000,1284,0
1258.24,26.13,28920000,1284,0
1268.67,27.63,28920000,1284,0
1182.64,28.73,28920000,1284,0
1156.66,29.2,28920000,1284,1
1182.75,28,28920000,1284,0
1173.4,27.8,28920000,1284,0
1169.24,27.87,28920000,1284,0
1135.99,26.32,28920000,1284,0
1146.92,25.77,28920000,1284,0
1198.5,30.17,28920000,1284,0
1180.43,31.47,28920000,1284,1
1292,32.67,28920000,1284,0
1274.24,31.17,28920000,1284,0
1231.48,30.3,28920000,1284,0
1153.36,27.97,28920000,1284,0
1051.87,25.37,28920000,1284,0
1226.18,31.57,28920000,1284,0
1245.1,33.23,28920000,1284,1
1294.92,33.93,28920000,1284,0
1302.43,34.7,28920000,1284,0
1230.74,30.6,28920000,1284,0
1226.92,28.33,28920000,1284,1
1077.72,25.07,28920000,1284,0
915.29,23.57,28920000,1284,0
1131,29.37,28920000,1284,1
1240.62,31.23,28920000,1284,0
1209.09,30.93,28920000,1284,0
1180.25,30.63,28920000,1284,0
1314.37,32,28920000,1284,0
1324.71,32.83,28920000,1284,0
1361.8,32.53,28920000,1284,0
1227.26,33.2,28920000,1284,1
1262.28,31.83,28920000,1284,0
1312.25,32.27,28920000,1284,0
1296.33,31.87,28920000,1284,0
1340.93,31.07,28920000,1284,0
1318.9,31.6,28920000,1284,0
1222.88,31.3,28920000,1284,0
1254.17,28.33,28920000,1284,1
1320.77,28.07,28920000,1284,0
1162.32,28.93,28920000,1284,0
1239.12,27.83,28920000,1284,0
1245.82,28.72,28920000,1284,0
1214.88,29.07,28920000,1284,0
1194.62,30,28920000,1284,0
1175.75,29.47,28920000,1284,1
1288.23,27.7,28920000,1284,0
1334.15,31.67,28920000,1284,0
1364.31,32.83,28920000,1284,0
1327.66,31.4,28920000,1284,0
1375.34,31.17,28920000,1284,0
1321.88,28.97,28920000,1284,0
1309.68,29.17,28920000,1284,1
1356.58,30.9,28920000,1284,0
1391.07,30.3,28920000,1284,0
1356.84,29.17,28920000,1284,0
1284.32,27.77,28920000,1284,0
1212.12,25.23,28920000,1284,0
1221.71,25.27,28920000,1284,0
1234.74,28.9,28920000,1284,1
1354.84,30.57,28920000,1284,0
1329.91,32.2,28920000,1284,0
1435.46,31.27,28920000,1284,0
1394.41,31.2,28920000,1284,0
1337.8,28.47,28920000,1284,0
1455.57,31.23,28920000,1284,0
1385.17,31.47,28920000,1284,1
1413.64,28.23,28920000,1284,0
1416.66,31.57,28920000,1284,0
1430.5,32.13,28920000,1284,0
1415.27,31.47,28920000,1284,0
1434.03,29.57,28920000,1284,0
1362.8,28.8,29190000,1407,0
1260.09,29.6,29190000,1407,1
1371.43,30.3,29190000,1407,0
1324.74,30.83,29190000,1407,0
1364.59,31.03,29190000,1407,0
1391.86,30.8,29190000,1407,1
1411.32,31.87,29190000,1407,0
1434.5,32.53,29190000,1407,0
1339.42,33.03,29190000,1407,1
1371.95,32.1,29190000,1407,0
1437.62,27.93,29190000,1407,0
1427.25,31,29190000,1407,0
1364.52,32.07,29190000,1407,0
1464.04,32.37,29190000,1407,0
1365.84,30.67,29190000,1407,0
1290.35,31.4,29190000,1407,1
1446.67,31.63,29190000,1407,0
1435.41,31.07,29190000,1407,0
1402.06,31.83,29190000,1407,0
1427.8,29.8,29190000,1407,0
1484.98,32.43,29190000,1407,0
1527.49,33.47,29190000,1407,0
1421.77,31.47,29190000,1407,1
1513.34,30.43,29190000,1407,0
1436.94,31.07,29190000,1407,0
1474.22,32.17,29190000,1407,0
1526.3,31.83,29190000,1407,0
1406.98,30.47,29190000,1407,0
1411.09,31,29190000,1407,0
1338.25,29.53,29190000,1407,1
1447.43,28.33,29190000,1407,0
1496.95,31.57,29190000,1407,0
1468.1,31.33,29190000,1407,0
1468.17,30.13,29190000,1407,0
1452.34,30.87,29190000,1407,0
1414.34,30.07,29190000,1407,0
1330.27,30.23,29190000,1407,1
1356.47,30.23,29190000,1407,1
1309.24,26.83,29190000,1407,0
1387.58,28.57,29190000,1407,0
1440.79,29.53,29190000,1407,0
1394.08,28.17,29190000,1407,0
1276.08,25.9,29190000,1407,0
1288.52,28.27,29190000,1407,1
1309.34,25.3,29190000,1407,0
1389.21,27.67,29190000,1407,0
1454.06,31.5,29190000,1407,0
1467.33,32.13,29190000,1407,0
1384.65,29.63,29190000,1407,0
1415.76,29.03,29190000,1407,0
1372.82,31.87,29190000,1407,1
1532.56,32.43,29190000,1407,0
1442.05,31.57,29190000,1407,0
1461.85,30.8,29190000,1407,0
1426.8,31.33,29190000,1407,0
1393.21,28.9,29190000,1407,0
1508.63,32.1,29190000,1407,0
1426.67,32,29190000,1407,1
1563.26,33.27,29190000,1407,0
1579.95,32.4,29190000,1407,0
1440.9,29.97,29190000,1407,0
1452.96,27.37,29190000,1407,0
1309.48,28.3,29190000,1407,0
1214.99,26.87,29190000,1407,0
1410.56,31.07,29190000,1407,1
1518.46,31.3,29190000,1407,0
1522.25,30.97,29190000,1407,0
1468.58,31.43,29190000,1407,0
1512.26,29.37,29190000,1407,0
1553.58,31.2,29190000,1407,0
1528.26,31.7,29190000,1407,0
1439.23,31.27,29190000,1407,1
1614.85,32.2,29190000,1407,0
1506.84,32.53,29190000,1407,0
1466.37,30.47,29190000,1407,0
1500.6,29.97,29190000,1407,0
1522.35,30.17,29190000,1407,0
1553.51,30.1,29190000,1407,0
1339.65,29.43,29190000,1407,1
1475.49,29.27,29190000,1407,0
1564.84,30.77,29190000,1407,0
1553.8,30.1,29190000,1407,0
1557.76,30.37,29190000,1407,0
1581.86,30.4,29190000,1407,1
1568.67,30.4,29190000,1407,0
1549.05,30.9,29190000,1407,1
1567.32,31.2,29190000,1407,0
1518.46,31.43,29190000,1407,0
1472.77,32.33,29190000,1407,1
1416.76,33.07,29190000,1407,1
1383.72,32.53,29190000,1407,1
1272.25,33.4,29190000,1407,1
1337.53,33.1,29190000,1407,1
1266.46,30.17,29190000,1407,0
1279.36,26.83,29190000,1407,0
1298.84,25.62,29190000,1407,0
1228.1,27.83,29190000,1407,0
1313.89,28.23,29190000,1407,0
1403.76,26.5,29190000,1407,0
1325.8,28.07,29190000,1407,1
1482.9,28.13,29190000,1407,0
1441.51,28.47,29190000,1407,0
1497.56,27.57,29190000,1407,0
1486.88,27.47,29190000,1407,0
1486.43,27.9,29190000,1407,0
1457.91,27.5,29190000,1407,0
1388.08,26.93,29190000,1407,1
1448.96,27.1,29190000,1407,0
1476.89,27.07,29190000,1407,0
1504.38,26.33,29190000,1407,0
1458.57,26.43,29190000,1407,0
1248.72,26.53,29190000,1407,1
1244.98,25.6,29190000,1407,1
1206.37,25.8,29190000,1407,1
1297.99,26.4,29190000,1407,0
1406.43,26.83,29190000,1407,0
1343.77,27.3,29190000,1407,0
1214.23,27.17,29190000,1407,1
1281.18,26.93,29190000,1407,0
1249.51,26.07,29190000,1407,0
1224.42,25.83,29190000,1407,1
1398.91,25.1,29190000,1407,0
1384.55,25.3,29190000,1407,0
1390.73,24.8,29190000,1407,0
1407.18,25,29190000,1407,0
1427.07,24.2,29190000,1407,0
1398.18,23.5,29190000,1407,0
1295.46,24.43,29190000,1407,1
1371.4,25.67,29190000,1407,0
1448.58,24.83,29190000,1407,0
1450.17,23.73,29190000,1407,0
1442.97,23.6,29190000,1407,0
1470.73,23.03,29190000,1407,0
1466.33,22.77,29190000,1407,0
1342.26,23.8,29190000,1407,1
1470.47,24.33,29190000,1407,0
1467.04,23.7,29190000,1407,0
1451.35,24.5,29190000,1407,0
1459.69,25.6,29190000,1407,0
1509.29,23.63,29190000,1407,0
1459,22.8,29190000,1407,0
1356.49,23.43,29190000,1407,1
1441.33,25.13,29190000,1407,0
1494.33,25.1,29190000,1407,0
1461.15,24.63,29190000,1407,0
1495.89,24.47,29190000,1407,0
1527.44,24.03,29190000,1407,0
1517.99,23.37,29190000,1407,0
1409.98,22.03,29190000,1407,1
1549.05,21.97,29190000,1407,0
1535.14,22.3,29190000,1407,0
1526.25,22.87,29190000,1407,0
1545.4,21.17,29190000,1407,0
1562.76,21.73,29190000,1407,0
1556.7,22.2,29190000,1407,0
1483.71,21.7,29190000,1407,1
1597.87,20.33,29190000,1407,0
1621.73,20.43,29190000,1407,0
1640.74,21.73,29190000,1407,0
1664.91,21.27,29190000,1407,0
1659.15,21.1,29190000,1407,0
1633.06,21.5,29190000,1407,0
1494.31,20.7,29190000,1407,1
1659.31,20.37,29190000,1407,0
1684.18,20.37,29190000,1407,0
1702.25,18.43,29190000,1407,0
1516.64,15.32,29190000,1407,0
1607.89,19,29190000,1407,0
1600.18,17.67,29190000,1407,0
1483.51,19,29190000,1407,1
1631.33,19.83,29190000,1407,0
1619.42,18.9,29190000,1407,0
1663.71,19.43,29190000,1407,0
1625.41,19.43,29190000,1407,0
1609.93,20.5,29190000,1407,0
1567.18,21.43,29190000,1407,0
1479.79,20.47,29190000,1407,1
1608.21,20.13,29190000,1407,0
1560.55,22.47,29190000,1407,0
1548.16,21.93,29190000,1407,0
1587.51,19.13,29190000,1407,0
1622.99,19.17,29190000,1407,0
1609.4,19.6,29190000,1407,0
1376.97,19.97,29190000,1407,1
1580.31,20.27,29190000,1407,0
1642.09,18.93,29190000,1407,0
1645.8,19.53,29190000,1407,0
1684.02,18.5,29190000,1407,0
1686.43,16.23,29190000,1407,0
1634.4,19.7,29190000,1407,0
1573.77,18.2,29190000,1407,1
1676.01,17.83,29190000,1407,0
1650.09,19.2,29190000,1407,0
1655.08,19.87,29190000,1407,0
1670.93,18.03,29190000,1407,0
1690.72,17.7,29190000,1407,0
1692.09,17.17,29190000,1407,0
1596.38,18.4,29190000,1407,1
1713.91,18.03,29190000,1407,0
1641.24,19.83,29190000,1407,0
1685.85,18.97,29190000,1407,0
1661.66,18.13,29190000,1407,0
1611.49,19.33,29190000,1407,0
1615.18,13.17,29190000,1407,0
1597.62,16.23,29190000,1407,1
1599.72,18.13,29190000,1407,0
1581.87,19.4,29190000,1407,0
1646.57,19.57,29190000,1407,0
1611.91,20.4,29190000,1407,0
1567.2,21.3,29190000,1407,0
1584.55,20.57,29190000,1407,0
1496.62,21.17,29190000,1407,1
1568.86,21.13,29190000,1407,0
1580.85,22.37,29190000,1407,0
1558.18,22.87,29190000,1407,0
1553.54,22.6,29190000,1407,0
1492.67,23.13,29190000,1407,0
1494.77,23.1,29190000,1407,0
1447.37,23.13,29190000,1407,1
1491.15,20.83,29190000,1407,0
1562.18,20,29190000,1407,0
1598.59,20.93,29190000,1407,0
1515.74,23,29190000,1407,0
1518.08,24.43,29190000,1407,0
1476.89,22.23,29190000,1407,0
1442.93,23.27,29190000,1407,1
1522.85,24.5,29190000,1407,0
1490.32,25.37,29190000,1407,0
1386.79,25.37,29190000,1407,1
1438.32,25.67,29190000,1407,0
1498.35,26.33,29190000,1407,0
1499.65,26.7,29190000,1407,0
1401.7,27.1,29190000,1407,1
1527.86,27.97,29190000,1407,0
1543.81,29.9,29190000,1407,0
1535.61,30.7,29190000,1407,1
1541.25,30.2,29190000,1407,0
1559.15,29.7,29190000,1407,0
1541.92,29.73,29190000,1407,0
1472.35,30,29190000,1407,1
1582.6,31.03,29190000,1407,0
1591.87,31.83,29190000,1407,0
1594.08,32.07,29190000,1407,0
1576.22,31.17,29190000,1407,0
1365.31,31.03,29190000,1407,1
1344.13,33.37,29190000,1407,1
1395.78,33.67,29190000,1407,1
1598.46,33.2,29190000,1407,0
1545.54,31.53,29190000,1407,0
1561.31,31.6,29190000,1407,0
1619.13,31.7,29190000,1407,0
1567.18,31.3,29190000,1407,0
1600.51,31.4,29190000,1407,0
1503.86,31.97,29190000,1407,1
1626.82,31.13,29190000,1407,0
1605.04,29.8,29190000,1407,0
1618.05,28.9,29190000,1407,0
1579.28,27.4,29190000,1407,0
1599.07,28.83,29190000,1407,0
1657.42,29.3,29190000,1407,0
1519.49,29.8,29190000,1407,1
1586.87,30.1,29190000,1407,0
1660.44,30.83,29190000,1407,0
1605.16,31.8,29190000,1407,0
1659.94,31.07,29190000,1407,0
1637.47,30.53,29190000,1407,0
1596.29,30.27,29190000,1407,0
1343.29,29.5,29190000,1407,1
1506.24,29.03,29190000,1407,0
1684.53,29.83,29190000,1407,0
1693.17,30.07,29190000,1407,0
1698.26,31.43,29190000,1407,0
1509.94,33.07,29190000,1407,1
1692.79,34.17,29190000,1407,0
1513.77,33.67,29190000,1407,1
1697.36,32.9,29190000,1407,0
1707.86,32.5,29190000,1407,0
1627.86,31.2,29190000,1407,0
1517.45,28.87,29190000,1407,0
1666.26,31.23,29190000,1407,0
1406.36,30.7,29190000,1407,0
1553.95,32.17,29190000,1407,1
1685.87,33.27,29190000,1407,0
1662.97,33.37,29190000,1407,0
1648.38,32.57,29190000,1407,0
1686.21,31.97,29190000,1407,0
1716.8,32.03,29190000,1407,0
1503.93,31.23,29190000,1407,0
1285.07,26.37,29190000,1407,1
1357.51,30.3,29190000,1407,1
1277.99,29.23,29190000,1407,0
1520.66,30.1,29190000,1407,1
1587.86,29.67,29190000,1407,0
1552.28,29.57,29190000,1407,0
1413.75,29.13,29190000,1407,0
1454.92,31.57,29190000,1407,1
1599.5,31.73,29190000,1407,0
1614.58,32.17,29190000,1407,0
1663.58,31.43,29190000,1407,0
1546.44,32.1,29190000,1407,0
1460.91,31.67,29190000,1407,0
1150.4,31.23,29190000,1407,0
1415.86,29.33,29190000,1407,1
1506.97,29.83,29190000,1407,0
1365.19,31.3,29190000,1407,1
1544.99,31.67,29190000,1407,0
1566.41,32.73,29190000,1407,0
1557.64,31.7,29190000,1407,0
1373.65,29.7,29190000,1407,0
1445.87,29.93,29190000,1407,1
1475.7,27.4,29190000,1407,0
1564.24,30.13,29190000,1407,0
1657.96,30.17,29190000,1407,0
1490.32,27.83,29190000,1407,0
1557.37,30.47,29190000,1407,0
1642.64,30.77,29190000,1407,0
1537.15,28.4,29190000,1407,1
1595.59,30.23,29190000,1407,1
1626.92,30.67,29190000,1407,0
1643.03,30.7,29190000,1407,0
1622.97,31.63,29190000,1407,0
1673.83,32.43,29190000,1407,0
1645.76,31.53,29190000,1407,0
1513.96,30.33,29190000,1407,1
1695.93,29.87,29190000,1407,0
1662.37,29.9,29190000,1407,0
1633.3,29.97,29190000,1407,0
1629.27,30.07,29190000,1407,0
1588.91,28.73,29190000,1407,0
1673.68,30.67,29190000,1407,0
1568.89,31.13,29190000,1407,1
1671.82,29.83,29190000,1407,0
1685.34,31.3,29190000,1407,0
1629.04,30.27,29190000,1407,0
1630.86,29.37,29190000,1407,0
1649.6,30.7,29190000,1407,0
1661.15,31.4,29190000,1407,0
1606.26,31.03,29190000,1407,1
1608.36,31.1,29190000,1407,0
1551.05,29.53,29190000,1407,0
1625.71,30.33,29190000,1407,0
1674.33,32.2,29190000,1407,0
1663.65,32.03,29190000,1407,0
1597.61,31.2,29190000,1407,0
1607.01,31.27,29190000,1407,1
1703.3,30.93,29190000,1407,0
1682.84,30.6,29190000,1407,0
1590.56,27.37,29190000,1407,0
1411.97,25.03,29190000,1407,0
1564.18,30.93,29190000,1407,0
1652.13,32.57,29190000,1407,0
1475.28,30.23,29190000,1407,1
1661.75,31.57,29190000,1407,0
1678.27,31.67,29190000,1407,0
1745.77,33.33,29190000,1407,0
1730.08,32.53,29190000,1407,0
1709.18,33.27,29190000,1407,0
1647.43,32.3,29190000,1407,0
1606.63,30.13,29190000,1407,1
1688.17,32.93,29190000,1407,1
1651.32,33.2,29190000,1407,0
1747.52,32.93,29190000,1407,0
1687.85,33.33,29190000,1407,0
1699.83,33.2,29190000,1407,0
1714.95,34.07,29190000,1407,0
1696,33.63,29190000,1407,1
1679.28,34.1,29460000,1410,0
1696.7,31.63,29460000,1410,0
1715.04,31.7,29460000,1410,0
1610.87,29.43,29460000,1410,0
1588.19,30.67,29460000,1410,0
1698.25,30.2,29460000,1410,0
1294.47,32.73,29460000,1410,1
1617.81,30.93,29460000,1410,0
1588.89,31.5,29460000,1410,0
1625.96,29.63,29460000,1410,0
1600.1,30.53,29460000,1410,0
1540.59,30.27,29460000,1410,0
1528.56,30.83,29460000,1410,0
1386.66,31.27,29460000,1410,1
1545.15,27.67,29460000,1410,0
1468.43,28.13,29460000,1410,0
1538.66,27.87,29460000,1410,0
1546.51,30.3,29460000,1410,0
1597.1,30.13,29460000,1410,0
1735.52,32.4,29460000,1410,0
1537.17,31.97,29460000,1410,1
1700.53,32.87,29460000,1410,0
1556.98,33.2,29460000,1410,0
1681.56,32.57,29460000,1410,0
1699.55,31.4,29460000,1410,0
1657.49,32.67,29460000,1410,0
1616.94,32.93,29460000,1410,1
1651.27,33.8,29460000,1410,1
1482.43,30.9,29460000,1410,0
1673.95,31.9,29460000,1410,0
1754.08,32.77,29460000,1410,0
1770.82,32.8,29460000,1410,0
1814.65,33.9,29460000,1410,0
1634.41,31.23,29460000,1410,1
1618.13,32.5,29460000,1410,1
1757.04,32.9,29460000,1410,0
1799.7,33.07,29460000,1410,0
1685.56,32.8,29460000,1410,0
1727.68,32.67,29460000,1410,0
1787.35,32.67,29460000,1410,0
1807.4,31.4,29460000,1410,0
1646.14,29.57,29460000,1410,1
1526.94,26.93,29460000,1410,0
1596.28,31.13,29460000,1410,0
1626.7,32.2,29460000,1410,0
1616.84,27.77,29460000,1410,0
1559.91,27.97,29460000,1410,0
1589.08,28.83,29460000,1410,0
1500.98,29.57,29460000,1410,1
1675.78,31.1,29460000,1410,0
1708.18,31.63,29460000,1410,0
1659.4,31.2,29460000,1410,0
1715.4,30.3,29460000,1410,0
1681.56,29.63,29460000,1410,0
1612.79,30.47,29460000,1410,0
1640.51,31.57,29460000,1410,1
1678.62,31.63,29460000,1410,0
1584.98,30.73,29460000,1410,0
1612.75,29.2,29460000,1410,0
1589.12,29.93,29460000,1410,0
1554.96,27.1,29460000,1410,0
1476.74,28.7,29460000,1410,0
1279.84,26.37,29460000,1410,1
1561.59,30.77,29460000,1410,0
1542.87,32.03,29460000,1410,1
1653.68,31.27,29460000,1410,0
1670.27,32.13,29460000,1410,0
1656.41,32,29460000,1410,0
1745.9,31.67,29460000,1410,0
1602.84,30.93,29460000,1410,1
1710.86,30.63,29460000,1410,0
1621.98,29.73,29460000,1410,1
1720.35,30.97,29460000,1410,0
1756.87,31.37,29460000,1410,0
1719.19,31.5,29460000,1410,0
1650.11,31.67,29460000,1410,0
1529.11,31.1,29460000,1410,1
1561.55,32.83,29460000,1410,1
1343.59,32.07,29460000,1410,1
1160.54,28,29460000,1410,1
1054.93,25.13,29460000,1410,1
1115.9,23.5,29460000,1410,1
1105.97,28,29460000,1410,1
1253.95,29.23,29460000,1410,1
1296.06,29.7,29460000,1410,0
1379.39,27.83,29460000,1410,0
1392.2,26.9,29460000,1410,0
1459.23,28.1,29460000,1410,0
